_id,topic,heading,summary,date_published,content,tags
5ef0d2edd83b3587cb500ee2,"[""india""]","[""2 Indian mission staffers detained by Pakistani agencies return via Wagah""]","[""India had summoned Pakistan’s chargé d’affaires to the external affairs ministry last week to protest against the “abduction and torture” of the two junior staff members in Islamabad on June 15.""]","[""Updated: Jun 22, 2020 21:16 IST""]","[""The two staff members of the Indian high commission in Islamabad who were detained by Pakistani security agencies last week returned via the Wagah-Attari land border crossing on Monday, people familiar with developments said."",""India had summoned Pakistan’s chargé d’affaires to the external affairs ministry last week to protest against the “abduction and torture” of the two junior staff members in Islamabad on June 15."",""The two men were held for alleged involvement in a road accident. The complaint filed against them by Islamabad Police had accused them of rash driving and possessing fake Pakistani currency but theses charge were denied by New Delhi."",""Pakistani security agencies had detained the staff members and held them for almost 12 hours, releasing them after Pakistani charge d’affaires Syed Haider Shah was summoned to the external affairs ministry for lodging a strong protest."",""An official statement issued last week had said the two staff members of the Indian mission were “forcibly abducted by Pakistani agencies…and kept in illegal custody for more than 10 hours” and also “subjected to interrogation, torture and physical assault”."",""It is believed the two men were withdrawn from Islamabad. "",""Meanwhile, the Indian high commission in Islamabad has announced it will facilitate the return of 748 Indian nationals from Pakistan via the Wagah-Attari land border during June 25-27."",""A total of 250 Indian nationals will return on June 25 while another 250 will return the following day. The remaining Indian national will be repatriated via the land border crossing on June 27, according to a notification posted on the mission’s website."",""The Indian nationals being repatriated were asked to make arrangements to reach the Wagah-Attari border crossing."",""Hundreds of Indians, most of them students or people visiting relatives, were stranded in Pakistan after the Indian government imposed travel restrictions in March to prevent the spread of the Covid-19 pandemic. In the absence of flights between the two countries, many people had asked to be allowed to cross over via the land border crossing.""]","[""Pakistan"",""Islamabad"",""India""]"
5ef0d2f0d83b3587cb500ee3,"[""tv""]","[""Sidharth Shukla reveals what love means to him, if he would choose love over career""]","[""Sidharth Shukla got candid about love in a recent interaction. He said that for him, love goes beyond outer beauty.""]","[""Updated: Jun 22, 2020 17:13 IST""]","[""Television actor and Bigg Boss 13 winner "","" said that he would fall in love with someone with a ‘good heart’, as he believes that love goes beyond looks and outer beauty. He also revealed if he would choose love over his career."",""In an "",""with Bollywood Hungama, Sidharth was asked what kind of a woman he is looking for to get married to and how he defines love. “Shaadi ke liye main filhaal kisiko dhoondh nahi raha hoon (Currently, I am not looking for someone to get married to),” he said."",""Sidharth said that love was beyond superficial things like good looks. “I think love is when it is out of what a person looks like or does. When I stop judging somebody and start accepting the person the way they are is when you are in love. When happiness comes with the presence of that person, that’s when it is love,” he said."",""“When you start looking for someone with outer beauty, the only problem is it will keep changing and you will find somebody better. So it is always better to find somebody who has got a good heart and who is more real,” he added."",""Sidharth was also asked if he would choose love over career, to which he said, “I know my love would love my career and I would love my career to be loved, so I don’t see that as a problem.”"",""Sidharth has been linked with his Bigg Boss 13 co-contestant Shehnaaz Gill. Their closeness on the show was one of its talking points and fans began rooting for the couple, whom they termed ‘Sidnaaz’. However, after the show ended, he said that there is no romance brewing between them and that they are just good friends."",""Fans continue to love Sidharth and Shehnaaz’s chemistry and made their music video, Bhula Dunga, viral within hours of its release. Reports suggest that they will team up for two more music videos."",""Sidharth made his acting debut with the show Babul Ka Aangann Chootey Na in 2008. He went on to act in popular serials such as Balika Vadhu and Dil Se Dil Tak. He made his Bollywood debut with a supporting role in Shashank Khaitan’s Humpty Sharma Ki Dulhania but has not appeared in any films since then.""]","[""Sidharth Shukla""]"
5ef0d2f2d83b3587cb500ee4,"[""tv""]","[""Hina Khan’s boyfriend Rocky Jaiswal doesn’t agree with Sonam Kapoor: ‘I expected better from you’""]","[""Hina Khan’s boyfriend Rocky Jaiswal has criticised Sonam Kapoor’s post on privileges as a star kid.The actor had said it is her ‘karma where I’m born and to whom I’m born’. ""]","[""Updated: Jun 22, 2020 17:54 IST""]","[""Hia Khan’s boyfriend and TV producer Rocky Jaiswal responded to actor Sonam Kapoor’s post on privileges she gets as a star kid, sayings he ‘expected better’ from the actor. Sonam had shared expletive-laden messages being sent to her and her family as the ‘insider vs outsider’ debate was reignited after the death of actor Sushant Singh Rajput."",""As part of the Father’s Day message, she went on to say that she is proud to be her father’s daughter, calling it her karma. “Today on Father’s Day, I’d like to say one more thing, yes I’m my father’s daughter and yes I am here because of him and yes I’m privileged. That’s not an insult, my father has worked very hard to give me all of this. And it is my karma where I’m born and to whom I’m born. I’m proud to be his daughter,” she wrote."",""Rocky responded, “So, every individual who’s been denied d opportunity they deserved bcoz of #Privileges n #Nepotism deserved it for their ‘Karma’ in thr past life? By that logic, I can’t begin to imagine ur next life @sonamakapoor! Respectfully M’am, I expected better frm U given ur fathers BG.”"","" "",""So, every individual who’s been denied d opportunity they deserved bcoz of "","" n "","" deserved it for their ‘Karma’ in thr past life?"",""By that logic, I can’t begin to imagine ur next life "","" ! "",""Respectfully M’am, I expected better frm U given ur fathers BG "","" "",""Btw this western version of a sacred cosmic balance is d reason why d poor r left in this country on d roads by d rich, privileged n powerful. Justifying cruelty in d name of ‘Karma’ by d high, mighty n powerful.Thumbs up for accepting ur reality n respect ur opinion otherwise!✌🏽"",""He added, “Btw this western version of a sacred cosmic balance is d reason why d poor r left in this country on d roads by d rich, privileged n powerful. Justifying cruelty in d name of ‘Karma’ by d high, mighty n powerful.Thumbs up for accepting ur reality n respect ur opinion otherwise!.”"",""Sushant  was found dead at his residence at the age of 34 on June 14. His death has reignited discussions around the struggle of survival in Bollywood, especially for outsiders.""]",
5ef0d2f3d83b3587cb500ee5,,"[""Maharashtra puts 3 Chinese projects, including Great Wall Motors, on hold""]",,,,
5ef0d2f5d83b3587cb500ee6,"[""tv""]","[""Lalbazaar review: The Ajay Devgn-backed crime drama is as predictable as a Crime Patrol episode""]","[""Lalbazaar review: The Kolkata-based police drama is another addition to the swelling bouquet of crime thrillers on the OTT platforms. ""]","[""Updated: Jun 22, 2020 19:32 IST""]","[""Kaushik Sen, Hrishitaa Bhatt, Sauraseni Maitra, Ronjini Chakraborty, Dibyendu Bhattacharya "",""Sayantan Ghosal"",""The surge in desi crime shows ha been keeping us hooked to our screens during the lockdown and almost everyone is eager to get on this bandwagon. Lalbazaar, ZEE5’s new original which takes the action to Kolkata, is one such aspirant. A better fit for a day time slot on TV , Lalbazaar has found its way online, and got attention as well with Ajay Devgn lending the trailer his voice. What it really needed, however, was an advice in the script department."","" "",""Named after the police headquarters in Kolkata, Lalbazaar rings a bell. The show is exactly what its name suggests -- a group of dedicated cops solving crimes in the Bengali heartland while a few black sheep play spoilsport. It is perhaps this predictability which unravels the show. Despite good production values, the show is letdown  by the humdrum nature of the crimes and their predictable solutions. "",""The show is set in Kolkata but no attempts are made to bring in the local flavour of the culturally rich city. It’s only the lead actor Kaushik Sen whose Bangla-accented Hindi gives you a sense of the place, while everyone else refuses to draw from the cultural warmth of the City of Joy. The seasoned actor that Kaushik is, he brings his experience and depth to the show and is one of its few wins."",""A sex-obsessed cop promises to add a quirky touch to the plot but ends up as a caricature. While the series fails to evoke any thrill or suspense, it is slightly more successful when it comes to striking an emotional chord with the viewer in terms of personal stories of the characters. "",""Rich in grime and violence that is an intrinsic part of the crime thrillers on OTTs, Lalbazaar fails to add meat and bones after shocking us with the bloodshed. After reeling you in with gore, which starts feeling gratuitous after a while, the show is at loose ends about what to do with you. It throws random cases at you with uneven results, but fails to bind it all together. It may satisfy the fans of CID and Crime Patrol but falls far below the current standards set up by Sacred Games, The Family Man and the more recent Paatal Lok. "",""Not just thematic inconsistencies, the show suffers from narrative contradictions too -- a 3-month foetus is later shown as a fully grown foetus, for instance. It is hard to accept two policemen quietly listening as irate residents berate them for spiking crime rate. "",""The show has a weak beginning but gathers up some steam in the second half, only to end in a giant, frothing mess of a climax. After six-and-a-half-hours of Lalbazaar, key plot points are wrapped up in a matter of few minutes as if the cast and crew had also run out of patience. The series remains open ended with the promise of a second season hanging in the air. Now that is a trip I am unwilling to make.""]","[""Lalbazaar"",""Kaushik Sen"",""Hrishitaa Bhatt"",""Sauraseni Maitra"",""Ronjini Chakraborty"",""Dibyendu Bhattacharya""]"
5ef0d2f7d83b3587cb500ee7,"[""fashion-and-trends""]","[""Told me I’m not an A-lister: Kangana Ranaut calls out Vogue, Anaita Shroff still using her photos to ‘promote themselves’ ""]","[""Kangana Ranaut also shared that the magazine openly banned her. She said, “During my movie Fashion’s release in 2008, Vogue did a cover with Priyanka Chopra and refused to put me on their cover, they said I am not an A-lister...”""]","[""Updated: Jun 22, 2020 16:57 IST""]","[""Kangana Ranaut is well known for calling a spade a spade, and definitely deserves the credit for starting the debate around nepotism when she went on Karan Johar’s chat show and called him out right to his face.The Manikarnika "","" who is known not to mince any words, has now called out well known "","" stylist Anaita Shroff Adajania, who is also the Fashion Director at Vogue India, for banning Kangana from working with the magazine and still continuing to use her pictures to “promote themselves”."",""The Queen actor’s team took to Twitter sharing a post about Kangana that had been shared by Vogue, and called out Anaita, writing, “Vogue India has banned Kangana, (her last cover with them was 5 years ago), because Anaita Adajania (their style editor & now Fashion Director) is very close to Karan Johar, but is it fair for them to keep using her old videos to keep making money?”"","" "",""."","" has banned Kangana, (her last cover with them was 5 years ago), because "","" (their style editor & now Fashion Director) is very close to Karan Johar, but is it fair for them to keep using her old videos to keep making money? "",""In an interview , Kangana said, “During my movie Fashion’s release in 2008, Vogue did a cover with Priyanka Chopra and refused to put me on their cover, they said I am not an A-lister, in 2014 Vogue approached me for a cover but Anaita refused to style me. She sent her assistant and they shot it in Mukesh mills.”"",""Mukesh Mills is an abandoned mill that is often used for high fashion shoots. However a few months later, Kangana was approached once again, “In 2015, post my sudden ascend to the top position, they said if I want to do covers with them then I must attend their beauty awards I requested like other film stars I too want to shoot outdoors for a cover story with Vogue, I requested that Anaita styles me, they promised but again they shot my cover in Mukesh mills same location they did the last cover and when I asked for clothes fitting they said ‘if you want Anaita to style you she will directly come to location no fittings for you’, this was shocking behaviour.”"",""Expressing how she felt, she went on, “I felt so humiliated, those are the only two covers I did with them. Post that they openly banned me.”"",""Talking about how the magazine went back on their promise to help Kangana promote Manikarnika, the actor shared, “But during ‘Manikarnika’, I spoke to their head Alex and told him I need to promote my film I wished to do a cover with them, they asked for few favours like attend their beauty award and shoot a cover for their upcoming magazine but they refuse to shoot the promised Vogue cover story with me for any of my movie promotions, but I see that they keep using my pictures and videos to promote themselves, is this fair ? Isn’t it supposed to be beneficial for both the parties involved?”"","" "","" on "",""The actor also participated in the virtual red carpet for Cannes 2020. Her team posted on their Instagram, “#KanganaRanaut serving French Riviera glamour straight from her home as part of the virtual India Pavilion red carpet at #Cannes2020 @ficci_india”""]","[""Kangana Ranaut""]"
5ef0d2f9d83b3587cb500ee8,"[""fitness""]","[""Shilpa Shetty Kundra shares the secret behind her fitness: Ain’t as easy as it seems""]","[""The 45-year-old posted a picture of herself after a workout talking about how she manages to maintain her body. Shilpa also has a book about nutrition,The Magic Immunity Pill Lifestyle, along with co-author and nutritionist Luke Coutinho set to release (for free) soon.""]","[""Updated: Jun 22, 2020 16:56 IST""]","["" has always been an advocate of good health and "","", long before the trend of being fit overtook Bollywood. The actor is always posting content about healthy living on her Instagram, Twitter and YouTube social media profiles. She took to her Instagram feed to give all her fans some Monday motivation and jolt everyone into action. Posting a picture of herself after a workout, dressed in black leggings and sports bra, the actor, reality judge host and healthy chef wrote about the importance of health, “Time is a luxury for me. On days when I’m engulfed with work, responsibilities, duties, travels and trying to be the best mother, wife, professional... with so much happening simultaneously, it sometimes leaves me scrounging for time.”"","" "","" on "",""She added, “While I try to motivate people to focus on their health, tending to my own health and fitness becomes tough sometimes (believe it or not). It ain’t as easy as it seems...So, I’ve been making the best of this precious time to focus on my health... because health is wealth. Investing in yourself is the best investment you’ll ever make... it’ll reap benefits to last you a lifetime, quite literally! So, choose to make time and take good care of yourself. Swasth Raho, Mast Raho.” "",""The 45-year-old showed off her toned abs, her hair in a pony tail, her semi sheer and patterned leggings and pink coloured sports shoes completed her gym look."",""Shilpa also posted several posts for International Day of Yoga 2020, and even conducted a live session. "","" "","" on "",""Shilpa  has even gotten together with nutritionist Luke Coutinho to share the importance of nutrition through their joint book The Magic Immunity Pill Lifestyle, and what’s even better is that the book is free for all. Shilpa wrote on her Instagram, “In the midst of all that is happening in the world, when my dear friend and celebrated nutritionist Luke Coutinho said he wanted to write a book that would benefit the society at large, I was game! But, what sealed the deal was that we both wanted to give this out as a FREE e-book to everyone.”"","" "","" on "",""Shilpa went on to write about the importance of good sleep, health and nutrition, “Its foundation was set on the most important topics we have been hearing about amid this pandemic… the importance of quality sleep, a balanced nutrition, getting adequate exercise, and emotional wellness - the four pillars of building a healthy and robust immunity. With Luke’s expertise and my life experiences, we’re bringing to you, all possible remedies to stay strong and healthy in these times..... We hope to make a difference and give back to the society with a gratitude-filled heart. Swasth raho, mast raho!”"",""Shilpa also thanked Kiren Rijiju, Union Minister of Youth Affairs and Sports, for agreeing to unveil the cover of the e-Book. The book will be available for download from July 1, 2020. ""]","[""Shilpa Shetty Kundra"",""INSTAGRAM""]"
5ef0d2fbd83b3587cb500ee9,"[""art-and-culture""]","[""Remembering Tom Alter: On his 70th birth anniversary, here’s a slice from his vast repertoire""]","[""Tom Alter, the late actor, worked in films, theatre, and TV, and etched some iconic characters in our mind and hearts. From his first break to love for theatre and language, here’s remembering his life. ""]","[""Updated: Jun 22, 2020 18:25 IST""]","[""A forever charming persona, knowledge of impeccable Hindi, Urdu and English, and a master of the craft of acting — needless to say late film, TV and theatre actor Thomas Beach Alter aka Padma Shri Tom Alter, is a veteran who has been loved by one and all. He made way into people’s hearts with his innumerable roles including Lord Mountbatten in the film Sardar (1993), and the titular role of Mirza Ghalib in the stage play Ghalib in Delhi. "",""The actor, who was battling stage four skin cancer, would have turned 70 today (June 22, 2020). Here’s a slice of what he’s left behind for generations to archive... "",""A sports journalist in the late 1980s and early 1990s, he is always fondly remembered to hold a special place in Indian batsman Sachin Tendulkar’s life; whose first-ever TV interview was by Alter himself. Sachin had called him “a true sports lover” and said that he met “a good human being” through his first TV interview."",""On the big screen, from giving life to Musa in filmmaker Vidhu Vinod Chopra’s crime drama Parinda (1989), to portraying Arnie Campbell in filmmaker Mahesh Bhatt’s blockbuster romance Aashiqui (1990), he did all. "","" "",""On what would have been his 70th birthday, here are my father Tom Alter's top five roles, in my view"",""YT: "","" "",""Born in Mussoorie, the Indian actor of American descent’s defining moment in his life came in 1970 when he cycled for more than 10 kilometers from Jagadhri to Yamunanagar through Haryana’s farms to watch Rajesh Khanna and Sharmila Tagore-starrer Aradhana (1969). Intrigued by the film industry and acting, he ended up pedalling along the same stretch five times that week to see the film again and again. Alter knew that he wanted to be like Khanna – an actor."",""“Watching Rajesh Khanna in Aaradhna happened to be the turning point of my life, which is how I decided to enter films. I continue to be awed by his unparalleled screen presence and persona. I came to Bombay (Mumbai) to become Rajesh Khanna. I didn’t come to act on stage. Theatre isn’t secondary, but my passion lies in films,” said the actor born and brought up in Mussoorie."",""Having graduated from Film and Television Institute of India (FTII) in Pune, Alter got his first break in the Dev-Anand starrer Saheb Bahadur (1977), directed by Chetan Anand. In his first release, Ramanand Sagar’s Charas (1976), he played the then superstar Dharmendra’s CID boss, and later on he worked with luminaries such as V Shantaram, Raj Kapoor, Hrishikesh Mukherjee, Manmohan Desai, Manoj Kumar and Satyajit Ray as well as a host of lesser-known directors. His last film was Sargoshiyan with actors Alok Nath and Farida Jalal, which released in May, 2017. "",""The void was not just in films, but in the theatre circuit as well, when he left for the heavenly abode. Alter was a regular artiste on the Delhi stage and worked in various plays, some of which included Maulana based on Maulana Azad, for which he has received critical acclaim far and wide. He even portrayed the characters of Ghalib and Dr Khanna, and one for adaptation of William Dalrymple’s City of Djinns. He also received praise for his role in the film Ocean of An Old Man, which has been screened at film festivals around the world. And had directed a one-shot episode for the short-lived series Yule Love Stories in the mid-1990s. The play Lal Qile Ka Aakhri Mushaira, saw Alter portray the role of  the last Mughal emperor, Bahadur Shah Zafar."",""Playwright M Sayeed Alam who worked him several times called him a “fine actor, but more than that, “a father figure and guide” to him. Always moving with the time, Alter was seen on the OTT platform, in a web series shot in Goa titled Smoke and had also written three books, one non-fiction and two fiction."",""Alter called Urdu his “pidri zubaan” or father tongue. “I love Urdu,” he said, adding, that “we need Urdu and Urdu doesn’t need us”. His love for the language dates back to childhood.. “My father was a padre and used to recite the Bible in Urdu. The language has no religion. I read poetry in Urdu, Hindi, English and Latin. If you love beautiful poetry, you don’t restrict yourself to one language,” he said."",""Before moving to Mussoorie, Bond and Alter had spent their formative years in Dehradun. “Both of us felt so much at home in India that we returned to it after living abroad.Throughout our long association, I played the role of a well-meaning older friend. He was always on the move and visited Mussoorie twice or thrice a year. He was quite sentimental about old things and our cultural heritage.When he visited me, we discussed films, books and the sweeping changes taking place in Mussoorie. He would often ask me questions about our publishing industry,” Bond, had said in an interview to Scroll, earlier.""]",
5ef0d2fcd83b3587cb500eea,"[""mumbai""]","[""BMC launches ‘Mission Zero’ rapid action plan to combat Covid-19""]","[""Under the programme, 50 mobile dispensary vans will cover various parts of Mumbai for 2-3 weeks to conduct a preliminary examination of patients.""]","[""Updated: Jun 22, 2020 15:30 IST""]","[""The Brihanmumbai Municipal Corporation (BMC) on Monday launched ‘Mission Zero’ rapid action plan at Shahaji Raje Bhosale Sports Complex, in a bid to combat coronavirus outbreak situation in the city, which is severely affected by the contagion."",""Under the programme, 50 mobile dispensary vans will cover various parts of Mumbai for 2-3 weeks to conduct a preliminary examination of patients."",""“BMC launches ‘Mission Zero’ Rapid Action Plan at Shahaji Raje Bhosale Sports Complex, Andheri. 50 mobile dispensary vans will now visit Mulund, Bhandup, Andheri, Malad, Borivali, Dahisar and Kandivali areas for 2-3 weeks to conduct a preliminary examination of patients,” said BMC."",""Meanwhile, State Environment Minister Aaditya Thackeray called the new initiative “chase the virus”  for worst-affected regions of the city."",""“The BMC is launching is “chase the virus” drive for Mulund, Abha duo, Andheri, Malad, Borivali, Dahisar and Kandivali.  Mayor Kishori Pednekar, MC Chahal and as guardian ministers, my colleague MLA Aslam Shaikh and I are doing everything we should for you,” Thackeray tweeted."",""Till Sunday, the BMC had reported 66,507 Covid-19 cases in the Mumbai. "",""Maharashtra continues to be the worst affected state by the contagion with 1,32,075 cases and 6170 deaths, according to the Ministry of Health and Family Welfare. ""]","[""BMC"",""Mumbai"",""coronavirus"",""COVID 19""]"
5ef0d2ffd83b3587cb500eeb,"[""mumbai""]","[""With 55 new cases, Maharashtra Police’s Covid-19 tally reaches 4,103""]","[""As many as 48 policemen have died due to coronavirus in Maharashtra. ""]","[""Updated: Jun 22, 2020 16:21 IST""]","[""With 55 more Maharashtra police personnel tested Covid-19 positive in the last 24 hours, the total count of the cops infected with the virus has climbed to 4,103 on Monday."",""As many as 48 policemen have died due to coronavirus in Maharashtra. "",""“In the last 24 hours, 55 policemen in Maharashtra were found corona positive. So far, 48 policemen have died due to coronavirus in Maharashtra. The number of coronavirus positive policemen in Maharashtra has reached 4,103, including 1,016 active cases,” Maharashtra Police said on Monday."",""As many as 3,039 policemen have recovered from the illness and returned to their homes, police said. "",""Meanwhile, the first death of the State Reserve Police Force (SRPF) personnel due to coronavirus was reported in Mumbai. The SRPF personnel, posted at Seven Hills Hospital in Mumbai, died on June 21."",""Moreover, Maharashtra continues to be the worst affected state by the contagion with 1,32,075 Covid-19 cases and 6170 deaths, according to the Union Ministry of Health and Family Welfare.""]","[""Maharashtra Police"",""Maharashtra"",""coronavirus"",""COVID 19""]"
5ef0d2ffd83b3587cb500eec,,"[""\n                  Apple WWDC 2020: Top five new features expected for iPhone, iPad users\n               ""]","[""\n                  Apple WWDC 2020: Top new features iPhone and iPad users can expect from the company’s annual developer conference.\n               ""]",,,
5ef0d301d83b3587cb500eed,"[""mumbai""]","[""Maha govt puts MoUs worth Rs 5,020 crore signed with Chinese firms on hold""]","[""The state government had signed 12 MoUs worth Rs 16,300 with major global companies on the same day that the border clashes were reported.""]","[""Updated: Jun 22, 2020 20:06 IST""]","[""Maharashtra industries minister Subhash Desai on Monday said in a statement that the Maha Vikas Aghadi – a three-party coalition government comprising the Shiv Sena, the Nationalist Congress (NCP) and the Congress – has decided to temporarily put on hold the Memorandum of Understanding (MoU) worth Rs 5,020 crore recently signed with three Chinese companies."",""Desai clarified that the agreement has not been cancelled, as the state government wants the Centre to come up with a clear policy framework following the violent clash between Indian and Chinese troops in eastern Ladakh’s Galwan Valley along the Line of Actual Control (LAC) on June 15, which left 20 Indian soldiers, including a Colonel, dead. "",""The state government had signed 12 MoUs worth Rs 16,300 with major global companies on the same day that the border clashes were reported."",""The MoUs with three Chinese firms are worth Rs 5,020 crore, including Hengli Group (Rs 250 crore), Great Wall Motors (Rs 3,770 crore) and PMI Electro Mobility Solutions, a joint venture with Foton (Rs 1,000 crore)."",""“We have decided to put the MoUs signed with the three Chinese firms, worth Rs 5,020 crore, on hold. However, this doesn’t mean that they have been cancelled. We will be waiting for a clear policy from the Central government on this issue,” Desai said in a statement issued on Monday.""]","[""Maharashtra"",""Shiv Sena""]"
5ef0d303d83b3587cb500eef,"[""delhi""]","[""Delhi HC stays proceedings against Ganga Ram Hospital on FIR over alleged Covid-19 norms violation""]","[""Justice C Hari Shankar, who issued the order, said the main petition will be heard and disposed of on August 11. It asked Delhi Police to submit its response to the main plea filed by the hospital, through advocate Rohit Aggarwal, seeking quashing of the FIR.""]","[""Updated: Jun 22, 2020 12:36 IST""]","[""The Delhi high court on Monday stayed the first information report (FIR) registered against Sir Ganga Ram Hospital on a complaint by the city government for allegedly violating Covid-19 regulation norms. "",""The court said that prima facie, there are reasons to stay proceedings in the matter."",""Justice C Hari Shankar, who issued the order, said the main petition will be heard and disposed of on August 11. It asked Delhi Police to submit its response to the main plea filed by the hospital, through advocate Rohit Aggarwal, seeking quashing of the FIR."",""A detailed judgment would be uploaded on the high court’s website."",""The plea had contended that the FIR registered on June 5 was “vague” and didn’t show any offence was committed under section 188 of the Indian Penal Code (IPC). The counsel also said the FIR was silent on “how disobedience, as alleged by the Delhi government, is causing obstruction, annoyance or injury to any person”. "",""On June 17, the high court had put proceedings on the FIR in abeyance till June 22, while reserving its order on the stay application."",""Advocate Rahul Mehra, the standing counsel (criminal) for the Delhi government, had told the court at the last hearing that if prima facie an offence had been committed, the law permits police to register an FIR and investigate. He said the hospital had violated the norms and an offence had been committed."",""After hearing lengthy arguments, the court reserved its order and said it would pronounce the judgment on June 22."",""The Delhi government had filed the FIR against the medical superintendent of Sir Ganga Ram Hospital in Rajendra Nagar for not following protocols for testing patients with Covid-19. The FIR was filed on the basis of a complaint by the deputy secretary of Delhi’s department of health and family welfare, Amit Kumar Pamasi."",""The FIR was filed under section 188 of IPC, which allows punishment of one month’s simple imprisonment and/or a fine of ₹200 or six months imprisonment and/or a fine of ₹1,000 if the offence puts someone’s life at risk. This section of the IPC can be invoked under the Epidemic Diseases Act, which has been in force in Delhi since mid-March as the city battles the pandemic."",""On June 3, the hospital was asked by the Delhi government to stop Covid-19 testing, citing violations of ICMR guidelines. However, on June 17, the Delhi government again granted it permission to start testing.""]","[""Delhi Police"",""Delhi government"",""Delhi"",""coronavirus"",""COVID 19""]"
5ef0d306d83b3587cb500ef1,"[""india""]","[""‘Covid-19 testing more than tripled in Delhi, situation seems to stabilize’: Highlights of Delhi CM address ""]","[""Kejriwal said that all those under home-isolation will be provided with pulse oximeters to measure oxygen levels every few hours. ""]","[""Updated: Jun 22, 2020 14:06 IST""]","[""Covid-19 testing has more than tripled in the national capital and people should not face any difficulties now, Delhi chief minister Arvind Kejriwal said in an address on the prevailing coronavirus situation in the national capital on Monday."",""Kejriwal said that all those under home-isolation will be provided with pulse oximeters to measure oxygen levels every few hours. "",""“Once you are well, you can return it to the government,” the Delhi CM said adding that the Covid-19 situation, as of now, seems to be stabilizing. "",""Kejriwal said that on June 12, 5,300 beds across national capital were occupied by Covid-19 and the figure rose 6,200 as of today. "","" "",""All those under home-isolation will be provided with pulse oximeters to measure your oxygen levels every few hours. Once you are well, you can return it to the govt: Delhi CM Arvind Kejriwal "","" "",""“In the past 10 days, only 900 beds have been occupied while the number of patients has increased by nearly 23,000. This indicates that there are fewer severe cases and most get better by getting treated in home-isolation, the situation seems to be stabilizing,” he said. "",""The chief minister added that at present, 7,000 beds are still unoccupied and ready for Covid-19 patients. "",""The chief minister thanked the Central government for its help in battling the Covid-19 fight in Delhi and said that the two governments are working closely to fight the crisis."",""“This is no time to harp on differences or indulge in politics,” he said. "",""‘"",""• We are trying to control coronavirus from spreading in the national capital at the same time trying to arrange facilities for those who contract the virus. "",""• Our administration is constantly in touch with those who are getting treated for Covid-19 at home, guiding them on what to do next."",""• The administration of oxygen is very critical in Covid-19 patients when their oxygen levels drop or when they feel breathless. If patients receive oxygen in time, many patients can be saved. For this purpose, we will provide pulse oximeters to measure oxygen levels every few hours. "",""• Patients in home-isolation can monitor their oxygen level and in case of drop, they can call on a number that we will provide and our team will immediately visit and administer oxygen to the patient. The patient will be rushed to the hospital if there is a requirement. "",""• At present, Delhi has nearly 25,000 active cases of coronavirus while around 33,000 people have recovered from the contagion. "",""• Around 6,000 people are currently in hospitals getting treated for coronavirus while nearly 12,000 are under home quarantine and getting treated for Covid-19. "",""•Just a week back, Delhi had 24,000 active cases of coronavirus which means that fresh 1,000 cases have been reported. It indicates that while new cases are coming up, people are also getting cured from the disease. Seems like the situation is stabilizing. "",""• We have more than tripled the rate of our Covid-19 testing in the past days. From around 5,000 tests per day, the figure has gone up to 18,000 tests. "",""• We have taken strict action against unscrupulous labs who were showing incorrect test results. They have directed to work in a fair manner and in full capacity. "",""• With the help of the Central government, rapid tests have also started in the national capital. I feel people should not feel any problems in getting tested for Covid-19 now. "",""Coronavirus cases in Delhi now inch toward the 60,000-mark. The national capital has 59,746 positive cases with 33,013 recovered patients and 2,175 fatalities. With this, it has overtaken Tamil Nadu as the second worst-hit state. ""]","[""Delhi"",""Arvind Kejriwal"",""covid-19""]"
